批次,游戏ID,付费分层,首日进度,最高进度,最终进度,记录天数,有效新增关卡,平均每日新增,原表流失关卡,起始原始关卡,最高原始关卡,最终原始关卡,最长连续停留天数,最长停留原始关卡,起始原始关卡标签,起始原始关卡序号,最高原始关卡标签,最高原始关卡序号,最终原始关卡标签,最终原始关卡序号,最长停留原始关卡标签,最长停留原始关卡序号,是否流失,首日到最终进度差
1.13-1.15,108965211,7~50,1.0,1.0,1.0,1,1.0,1.0,1.0,101.0,101.0,101.0,1,101.0,1-01,1.0,1-01,1.0,1-01,1.0,1-01,1.0,True,0.0
1.13-1.15,108965538,1~7,3.0,34.0,34.0,12,34.0,3.090909090909091,,103.0,304.0,304.0,4,304.0,1-03,3.0,3-04,34.0,3-04,34.0,3-04,34.0,False,31.0
1.13-1.15,108965543,100~300,13.0,15.0,15.0,2,15.0,7.5,15.0,113.0,115.0,115.0,1,113.0,1-13,13.0,1-15,15.0,1-15,15.0,1-13,13.0,True,2.0
1.13-1.15,108965600,1~7,7.0,78.0,78.0,24,78.0,3.25,,107.0,603.0,603.0,3,514.0,1-07,7.0,6-03,78.0,6-03,78.0,5-14,74.0,False,71.0
1.13-1.15,108965664,7~50,12.0,102.0,102.0,24,102.0,4.25,,112.0,712.0,712.0,4,707.0,1-12,12.0,7-12,102.0,7-12,102.0,7-07,97.0,False,90.0
1.13-1.15,108965928,1~7,7.0,7.0,7.0,1,7.0,7.0,7.0,107.0,107.0,107.0,1,107.0,1-07,7.0,1-07,7.0,1-07,7.0,1-07,7.0,True,0.0
1.13-1.15,108966093,1~7,3.0,10.0,10.0,3,10.0,3.3333333333333335,10.0,103.0,110.0,110.0,2,110.0,1-03,3.0,1-10,10.0,1-10,10.0,1-10,10.0,True,7.0
1.13-1.15,108966177,7~50,6.0,9.0,9.0,2,9.0,4.5,9.0,106.0,109.0,109.0,1,106.0,1-06,6.0,1-09,9.0,1-09,9.0,1-06,6.0,True,3.0
1.13-1.15,108966226,1~7,,19.0,19.0,2,7.0,7.0,19.0,112.0,204.0,204.0,1,112.0,1-12,12.0,2-04,19.0,2-04,19.0,1-12,12.0,True,
1.13-1.15,108966231,1~7,3.0,8.0,8.0,2,8.0,4.0,8.0,103.0,108.0,108.0,1,103.0,1-03,3.0,1-08,8.0,1-08,8.0,1-03,3.0,True,5.0
1.13-1.15,108966472,50~100,19.0,94.0,94.0,24,94.0,3.9166666666666665,,204.0,704.0,704.0,4,607.0,2-04,19.0,7-04,94.0,7-04,94.0,6-07,82.0,False,75.0
1.13-1.15,108966486,300~+∞,15.0,19.0,19.0,2,19.0,9.5,19.0,115.0,204.0,204.0,1,115.0,1-15,15.0,2-04,19.0,2-04,19.0,1-15,15.0,True,4.0
1.13-1.15,108966495,7~50,8.0,15.0,15.0,6,15.0,3.0,,108.0,115.0,115.0,2,112.0,1-08,8.0,1-15,15.0,1-15,15.0,1-12,12.0,False,7.0
1.13-1.15,108966510,7~50,19.0,74.0,74.0,22,70.0,3.5,,204.0,514.0,514.0,2,415.0,2-04,19.0,5-14,74.0,5-14,74.0,4-15,60.0,False,55.0
1.13-1.15,108966695,1~7,19.0,24.0,24.0,6,24.0,4.8,,204.0,209.0,209.0,3,204.0,2-04,19.0,2-09,24.0,2-09,24.0,2-04,19.0,False,5.0
1.13-1.15,108966712,1~7,13.0,69.0,69.0,20,69.0,3.45,,113.0,509.0,509.0,4,501.0,1-13,13.0,5-09,69.0,5-09,69.0,5-01,61.0,False,56.0
1.13-1.15,108966783,1~7,6.0,12.0,12.0,4,10.0,3.3333333333333335,,106.0,112.0,112.0,2,106.0,1-06,6.0,1-12,12.0,1-12,12.0,1-06,6.0,False,6.0
1.13-1.15,108966820,1~7,3.0,3.0,3.0,1,3.0,3.0,3.0,103.0,103.0,103.0,1,103.0,1-03,3.0,1-03,3.0,1-03,3.0,1-03,3.0,True,0.0
1.13-1.15,108966838,1~7,11.0,12.0,12.0,2,11.0,11.0,12.0,111.0,112.0,112.0,1,111.0,1-11,11.0,1-12,12.0,1-12,12.0,1-11,11.0,True,1.0
1.13-1.15,108966913,1~7,10.0,19.0,19.0,4,19.0,4.75,19.0,110.0,204.0,204.0,2,204.0,1-10,10.0,2-04,19.0,2-04,19.0,2-04,19.0,True,9.0
1.13-1.15,108966933,100~300,12.0,20.0,20.0,9,20.0,2.2222222222222223,,112.0,205.0,205.0,3,114.0,1-12,12.0,2-05,20.0,2-05,20.0,1-14,14.0,False,8.0
1.13-1.15,108966978,1~7,12.0,12.0,12.0,1,12.0,12.0,12.0,112.0,112.0,112.0,1,112.0,1-12,12.0,1-12,12.0,1-12,12.0,1-12,12.0,True,0.0
1.13-1.15,108967239,1~7,7.0,35.0,35.0,24,35.0,1.4583333333333333,,107.0,305.0,305.0,5,215.0,1-07,7.0,3-05,35.0,3-05,35.0,2-15,30.0,False,28.0
1.13-1.15,108967581,1~7,10.0,11.0,11.0,2,10.0,10.0,10.0,110.0,111.0,111.0,1,110.0,1-10,10.0,1-11,11.0,1-11,11.0,1-10,10.0,True,1.0
1.13-1.15,108967631,1~7,7.0,21.0,21.0,8,20.0,3.3333333333333335,,107.0,206.0,206.0,2,204.0,1-07,7.0,2-06,21.0,2-06,21.0,2-04,19.0,False,14.0
1.13-1.15,108967666,7~50,13.0,31.0,31.0,11,23.0,3.2857142857142856,21.0,113.0,301.0,301.0,2,113.0,1-13,13.0,3-01,31.0,3-01,31.0,1-13,13.0,True,18.0
1.13-1.15,108967982,100~300,2.0,3.0,3.0,2,3.0,1.5,3.0,102.0,103.0,103.0,1,102.0,1-02,2.0,1-03,3.0,1-03,3.0,1-02,2.0,True,1.0
1.13-1.15,108968012,1~7,9.0,26.0,26.0,12,26.0,2.888888888888889,24.0,109.0,211.0,211.0,3,209.0,1-09,9.0,2-11,26.0,2-11,26.0,2-09,24.0,True,17.0
1.13-1.15,108968082,7~50,12.0,71.0,71.0,21,71.0,3.380952380952381,,112.0,511.0,511.0,6,511.0,1-12,12.0,5-11,71.0,5-11,71.0,5-11,71.0,False,59.0
1.13-1.15,108968147,1~7,5.0,6.0,6.0,2,6.0,3.0,6.0,105.0,106.0,106.0,1,105.0,1-05,5.0,1-06,6.0,1-06,6.0,1-05,5.0,True,1.0
1.13-1.15,108968319,1~7,6.0,15.0,15.0,7,10.0,2.5,14.0,106.0,115.0,115.0,3,115.0,1-06,6.0,1-15,15.0,1-15,15.0,1-15,15.0,True,9.0
1.13-1.15,108968592,1~7,2.0,2.0,2.0,1,2.0,2.0,2.0,102.0,102.0,102.0,1,102.0,1-02,2.0,1-02,2.0,1-02,2.0,1-02,2.0,True,0.0
1.13-1.15,108968712,1~7,5.0,9.0,9.0,4,9.0,2.25,9.0,105.0,109.0,109.0,1,105.0,1-05,5.0,1-09,9.0,1-09,9.0,1-05,5.0,True,4.0
1.13-1.15,108968861,1~7,7.0,7.0,7.0,1,7.0,7.0,7.0,107.0,107.0,107.0,1,107.0,1-07,7.0,1-07,7.0,1-07,7.0,1-07,7.0,True,0.0
1.13-1.15,108968875,7~50,13.0,29.0,29.0,15,25.0,2.272727272727273,19.0,113.0,214.0,214.0,4,204.0,1-13,13.0,2-14,29.0,2-14,29.0,2-04,19.0,True,16.0
1.13-1.15,108968964,1~7,6.0,6.0,6.0,1,6.0,6.0,6.0,106.0,106.0,106.0,1,106.0,1-06,6.0,1-06,6.0,1-06,6.0,1-06,6.0,True,0.0
1.13-1.15,108968974,7~50,10.0,19.0,19.0,6,19.0,3.1666666666666665,,110.0,204.0,204.0,3,115.0,1-10,10.0,2-04,19.0,2-04,19.0,1-15,15.0,False,9.0
1.13-1.15,108969043,1~7,6.0,6.0,6.0,1,6.0,6.0,6.0,106.0,106.0,106.0,1,106.0,1-06,6.0,1-06,6.0,1-06,6.0,1-06,6.0,True,0.0
1.13-1.15,108969102,1~7,6.0,15.0,15.0,9,15.0,2.5,,106.0,115.0,115.0,2,113.0,1-06,6.0,1-15,15.0,1-15,15.0,1-13,13.0,False,9.0
1.13-1.15,108969306,50~100,11.0,34.0,34.0,19,34.0,1.7894736842105263,,111.0,304.0,304.0,5,304.0,1-11,11.0,3-04,34.0,3-04,34.0,3-04,34.0,False,23.0
1.13-1.15,108969418,1~7,6.0,6.0,6.0,2,6.0,3.0,6.0,106.0,106.0,106.0,2,106.0,1-06,6.0,1-06,6.0,1-06,6.0,1-06,6.0,True,0.0
1.13-1.15,108969435,100~300,8.0,8.0,8.0,1,8.0,8.0,8.0,108.0,108.0,108.0,1,108.0,1-08,8.0,1-08,8.0,1-08,8.0,1-08,8.0,True,0.0
1.13-1.15,108969439,1~7,6.0,6.0,6.0,1,6.0,6.0,6.0,106.0,106.0,106.0,1,106.0,1-06,6.0,1-06,6.0,1-06,6.0,1-06,6.0,True,0.0
1.13-1.15,108969470,1~7,4.0,46.0,46.0,24,46.0,1.9166666666666667,,104.0,401.0,401.0,6,314.0,1-04,4.0,4-01,46.0,4-01,46.0,3-14,44.0,False,42.0
1.13-1.15,108969504,300~+∞,12.0,121.0,121.0,23,119.0,5.409090909090909,,112.0,901.0,901.0,2,112.0,1-12,12.0,9-01,121.0,9-01,121.0,1-12,12.0,False,109.0
1.13-1.15,108969783,1~7,3.0,6.0,6.0,4,6.0,1.5,6.0,103.0,106.0,106.0,2,106.0,1-03,3.0,1-06,6.0,1-06,6.0,1-06,6.0,True,3.0
1.13-1.15,108969869,7~50,11.0,14.0,14.0,4,14.0,3.5,14.0,111.0,114.0,114.0,2,114.0,1-11,11.0,1-14,14.0,1-14,14.0,1-14,14.0,True,3.0
1.13-1.15,108969907,7~50,6.0,25.0,25.0,6,25.0,4.166666666666667,,106.0,210.0,210.0,3,210.0,1-06,6.0,2-10,25.0,2-10,25.0,2-10,25.0,False,19.0
1.13-1.15,108969960,7~50,10.0,10.0,10.0,1,10.0,10.0,10.0,110.0,110.0,110.0,1,110.0,1-10,10.0,1-10,10.0,1-10,10.0,1-10,10.0,True,0.0
1.13-1.15,108970032,7~50,9.0,9.0,9.0,1,9.0,9.0,9.0,109.0,109.0,109.0,1,109.0,1-09,9.0,1-09,9.0,1-09,9.0,1-09,9.0,True,0.0
1.13-1.15,108970145,7~50,12.0,44.0,44.0,21,42.0,2.210526315789474,,112.0,314.0,314.0,4,304.0,1-12,12.0,3-14,44.0,3-14,44.0,3-04,34.0,False,32.0
1.13-1.15,108970187,50~100,11.0,12.0,12.0,3,12.0,6.0,12.0,111.0,112.0,112.0,1,111.0,1-11,11.0,1-12,12.0,1-12,12.0,1-11,11.0,True,1.0
1.13-1.15,108970248,1~7,4.0,13.0,13.0,3,13.0,4.333333333333333,13.0,104.0,113.0,113.0,1,104.0,1-04,4.0,1-13,13.0,1-13,13.0,1-04,4.0,True,9.0
1.13-1.15,108970499,100~300,11.0,18.0,18.0,3,18.0,9.0,18.0,111.0,203.0,203.0,1,111.0,1-11,11.0,2-03,18.0,2-03,18.0,1-11,11.0,True,7.0
1.13-1.15,108970519,100~300,17.0,97.0,97.0,24,97.0,4.041666666666667,,202.0,707.0,707.0,3,514.0,2-02,17.0,7-07,97.0,7-07,97.0,5-14,74.0,False,80.0
1.13-1.15,108970558,1~7,3.0,3.0,3.0,1,3.0,3.0,3.0,103.0,103.0,103.0,1,103.0,1-03,3.0,1-03,3.0,1-03,3.0,1-03,3.0,True,0.0
1.13-1.15,108970616,1~7,9.0,11.0,11.0,3,9.0,9.0,11.0,109.0,111.0,111.0,1,109.0,1-09,9.0,1-11,11.0,1-11,11.0,1-09,9.0,True,2.0
1.13-1.15,108970623,100~300,12.0,12.0,12.0,4,12.0,4.0,,112.0,112.0,112.0,2,112.0,1-12,12.0,1-12,12.0,1-12,12.0,1-12,12.0,False,0.0
1.13-1.15,108970638,1~7,10.0,14.0,14.0,6,14.0,3.5,,110.0,114.0,114.0,2,114.0,1-10,10.0,1-14,14.0,1-14,14.0,1-14,14.0,False,4.0
1.13-1.15,108970898,50~100,20.0,28.0,28.0,8,28.0,3.5,,205.0,213.0,213.0,2,211.0,2-05,20.0,2-13,28.0,2-13,28.0,2-11,26.0,False,8.0
1.13-1.15,108970922,1~7,7.0,24.0,24.0,17,24.0,1.411764705882353,,107.0,209.0,209.0,4,207.0,1-07,7.0,2-09,24.0,2-09,24.0,2-07,22.0,False,17.0
1.13-1.15,108970937,1~7,5.0,13.0,13.0,3,10.0,5.0,10.0,105.0,113.0,113.0,1,105.0,1-05,5.0,1-13,13.0,1-13,13.0,1-05,5.0,True,8.0
1.13-1.15,108971127,7~50,3.0,3.0,3.0,1,3.0,3.0,3.0,103.0,103.0,103.0,1,103.0,1-03,3.0,1-03,3.0,1-03,3.0,1-03,3.0,True,0.0
1.13-1.15,108971151,7~50,5.0,5.0,5.0,1,5.0,5.0,5.0,105.0,105.0,105.0,1,105.0,1-05,5.0,1-05,5.0,1-05,5.0,1-05,5.0,True,0.0
1.13-1.15,108971152,1~7,14.0,144.0,144.0,24,144.0,6.0,,114.0,1009.0,1009.0,2,712.0,1-14,14.0,10-09,144.0,10-09,144.0,7-12,102.0,False,130.0
1.13-1.15,108971260,100~300,10.0,10.0,10.0,1,10.0,10.0,10.0,110.0,110.0,110.0,1,110.0,1-10,10.0,1-10,10.0,1-10,10.0,1-10,10.0,True,0.0
1.13-1.15,108971461,1~7,9.0,21.0,21.0,8,21.0,2.625,,109.0,206.0,206.0,2,203.0,1-09,9.0,2-06,21.0,2-06,21.0,2-03,18.0,False,12.0
1.13-1.15,108971475,1~7,2.0,2.0,2.0,5,2.0,0.6666666666666666,,102.0,102.0,102.0,3,102.0,1-02,2.0,1-02,2.0,1-02,2.0,1-02,2.0,False,0.0
1.13-1.15,108971624,300~+∞,13.0,14.0,14.0,3,14.0,4.666666666666667,14.0,113.0,114.0,114.0,2,113.0,1-13,13.0,1-14,14.0,1-14,14.0,1-13,13.0,True,1.0
1.13-1.15,108971759,7~50,12.0,12.0,12.0,1,12.0,12.0,12.0,112.0,112.0,112.0,1,112.0,1-12,12.0,1-12,12.0,1-12,12.0,1-12,12.0,True,0.0
1.13-1.15,108971978,7~50,16.0,44.0,44.0,18,35.0,2.6923076923076925,,201.0,314.0,314.0,2,207.0,2-01,16.0,3-14,44.0,3-14,44.0,2-07,22.0,False,28.0
1.13-1.15,108972008,7~50,14.0,15.0,15.0,3,15.0,7.5,15.0,114.0,115.0,115.0,1,114.0,1-14,14.0,1-15,15.0,1-15,15.0,1-14,14.0,True,1.0
1.13-1.15,108972082,1~7,4.0,4.0,4.0,1,4.0,4.0,4.0,104.0,104.0,104.0,1,104.0,1-04,4.0,1-04,4.0,1-04,4.0,1-04,4.0,True,0.0
1.13-1.15,108972240,1~7,6.0,6.0,6.0,2,6.0,3.0,6.0,106.0,106.0,106.0,2,106.0,1-06,6.0,1-06,6.0,1-06,6.0,1-06,6.0,True,0.0
1.13-1.15,108972295,1~7,12.0,19.0,19.0,5,19.0,3.8,19.0,112.0,204.0,204.0,4,204.0,1-12,12.0,2-04,19.0,2-04,19.0,2-04,19.0,True,7.0
1.13-1.15,108972297,1~7,8.0,17.0,17.0,3,17.0,5.666666666666667,17.0,108.0,202.0,202.0,1,108.0,1-08,8.0,2-02,17.0,2-02,17.0,1-08,8.0,True,9.0
1.13-1.15,108972372,7~50,13.0,19.0,19.0,5,19.0,3.8,19.0,113.0,204.0,204.0,4,204.0,1-13,13.0,2-04,19.0,2-04,19.0,2-04,19.0,True,6.0
1.13-1.15,108972535,50~100,19.0,66.0,66.0,12,66.0,5.5,,204.0,506.0,506.0,3,506.0,2-04,19.0,5-06,66.0,5-06,66.0,5-06,66.0,False,47.0
1.13-1.15,108972680,7~50,12.0,13.0,13.0,2,13.0,6.5,13.0,112.0,113.0,113.0,1,112.0,1-12,12.0,1-13,13.0,1-13,13.0,1-12,12.0,True,1.0
1.13-1.15,108972729,7~50,10.0,23.0,23.0,9,22.0,3.142857142857143,,110.0,208.0,208.0,3,207.0,1-10,10.0,2-08,23.0,2-08,23.0,2-07,22.0,False,13.0
1.13-1.15,108972731,1~7,6.0,6.0,6.0,2,6.0,3.0,6.0,106.0,106.0,106.0,2,106.0,1-06,6.0,1-06,6.0,1-06,6.0,1-06,6.0,True,0.0
1.13-1.15,108972754,1~7,7.0,13.0,13.0,3,13.0,4.333333333333333,13.0,107.0,113.0,113.0,1,107.0,1-07,7.0,1-13,13.0,1-13,13.0,1-07,7.0,True,6.0
1.13-1.15,108972848,1~7,8.0,8.0,8.0,1,8.0,8.0,8.0,108.0,108.0,108.0,1,108.0,1-08,8.0,1-08,8.0,1-08,8.0,1-08,8.0,True,0.0
1.13-1.15,108972889,1~7,3.0,3.0,3.0,1,3.0,3.0,3.0,103.0,103.0,103.0,1,103.0,1-03,3.0,1-03,3.0,1-03,3.0,1-03,3.0,True,0.0
1.13-1.15,108972945,100~300,19.0,86.0,86.0,16,86.0,5.375,,204.0,611.0,611.0,2,512.0,2-04,19.0,6-11,86.0,6-11,86.0,5-12,72.0,False,67.0
1.13-1.15,108973018,1~7,4.0,7.0,7.0,2,4.0,4.0,7.0,104.0,107.0,107.0,1,104.0,1-04,4.0,1-07,7.0,1-07,7.0,1-04,4.0,True,3.0
1.13-1.15,108973025,1~7,10.0,10.0,10.0,1,10.0,10.0,10.0,110.0,110.0,110.0,1,110.0,1-10,10.0,1-10,10.0,1-10,10.0,1-10,10.0,True,0.0
1.13-1.15,108973095,1~7,2.0,2.0,2.0,1,2.0,2.0,2.0,102.0,102.0,102.0,1,102.0,1-02,2.0,1-02,2.0,1-02,2.0,1-02,2.0,True,0.0
1.13-1.15,108973099,100~300,18.0,94.0,94.0,24,94.0,3.9166666666666665,,203.0,704.0,704.0,3,405.0,2-03,18.0,7-04,94.0,7-04,94.0,4-05,50.0,False,76.0
1.13-1.15,108973214,100~300,15.0,29.0,29.0,7,24.0,6.0,24.0,115.0,214.0,214.0,2,209.0,1-15,15.0,2-14,29.0,2-14,29.0,2-09,24.0,True,14.0
1.13-1.15,108973255,1~7,11.0,24.0,24.0,7,24.0,4.0,24.0,111.0,209.0,209.0,2,209.0,1-11,11.0,2-09,24.0,2-09,24.0,2-09,24.0,True,13.0
1.13-1.15,108973280,300~+∞,10.0,140.0,140.0,22,140.0,6.363636363636363,,110.0,1005.0,1005.0,5,1005.0,1-10,10.0,10-05,140.0,10-05,140.0,10-05,140.0,False,130.0
1.13-1.15,108973289,7~50,8.0,9.0,9.0,3,9.0,4.5,9.0,108.0,109.0,109.0,1,108.0,1-08,8.0,1-09,9.0,1-09,9.0,1-08,8.0,True,1.0
1.13-1.15,108973411,100~300,4.0,11.0,11.0,6,11.0,1.8333333333333333,,104.0,111.0,111.0,4,111.0,1-04,4.0,1-11,11.0,1-11,11.0,1-11,11.0,False,7.0
1.13-1.15,108973481,7~50,7.0,10.0,10.0,3,8.0,4.0,10.0,107.0,110.0,110.0,1,107.0,1-07,7.0,1-10,10.0,1-10,10.0,1-07,7.0,True,3.0
1.13-1.15,108973488,50~100,5.0,30.0,30.0,24,30.0,1.25,,105.0,215.0,215.0,8,215.0,1-05,5.0,2-15,30.0,2-15,30.0,2-15,30.0,False,25.0
1.13-1.15,108973555,1~7,8.0,10.0,10.0,3,10.0,3.3333333333333335,10.0,108.0,110.0,110.0,2,110.0,1-08,8.0,1-10,10.0,1-10,10.0,1-10,10.0,True,2.0
1.13-1.15,108973651,7~50,6.0,6.0,6.0,1,6.0,6.0,6.0,106.0,106.0,106.0,1,106.0,1-06,6.0,1-06,6.0,1-06,6.0,1-06,6.0,True,0.0
1.13-1.15,108973676,1~7,9.0,19.0,19.0,5,19.0,3.8,19.0,109.0,204.0,204.0,3,204.0,1-09,9.0,2-04,19.0,2-04,19.0,2-04,19.0,True,10.0
1.13-1.15,108974193,7~50,,10.0,10.0,3,0.0,,10.0,107.0,110.0,110.0,1,107.0,1-07,7.0,1-10,10.0,1-10,10.0,1-07,7.0,True,
1.13-1.15,108975225,1~7,6.0,19.0,19.0,4,19.0,4.75,19.0,106.0,204.0,204.0,2,204.0,1-06,6.0,2-04,19.0,2-04,19.0,2-04,19.0,True,13.0
1.13-1.15,108976049,1~7,19.0,39.0,39.0,21,37.0,1.9473684210526316,29.0,204.0,309.0,309.0,5,309.0,2-04,19.0,3-09,39.0,3-09,39.0,3-09,39.0,True,20.0
1.13-1.15,108980753,1~7,13.0,67.0,67.0,8,67.0,8.375,,113.0,507.0,507.0,2,507.0,1-13,13.0,5-07,67.0,5-07,67.0,5-07,67.0,False,54.0
1.13-1.15,108981060,100~300,2.0,107.0,107.0,17,107.0,6.294117647058823,,102.0,802.0,802.0,3,710.0,1-02,2.0,8-02,107.0,8-02,107.0,7-10,100.0,False,105.0
1.13-1.15,108981750,1~7,12.0,30.0,30.0,9,30.0,3.3333333333333335,,112.0,215.0,215.0,3,209.0,1-12,12.0,2-15,30.0,2-15,30.0,2-09,24.0,False,18.0
1.13-1.15,108984015,7~50,22.0,23.0,23.0,5,23.0,5.75,22.0,207.0,208.0,208.0,2,207.0,2-07,22.0,2-08,23.0,2-08,23.0,2-07,22.0,True,1.0
1.13-1.15,108988227,100~300,19.0,20.0,20.0,6,20.0,5.0,20.0,204.0,205.0,205.0,2,205.0,2-04,19.0,2-05,20.0,2-05,20.0,2-05,20.0,True,1.0
1.13-1.15,108988692,7~50,19.0,74.0,74.0,23,74.0,3.3636363636363638,,204.0,514.0,514.0,6,514.0,2-04,19.0,5-14,74.0,5-14,74.0,5-14,74.0,False,55.0
1.13-1.15,108990555,1~7,6.0,7.0,7.0,2,6.0,6.0,7.0,106.0,107.0,107.0,1,106.0,1-06,6.0,1-07,7.0,1-07,7.0,1-06,6.0,True,1.0
1.13-1.15,108992304,7~50,9.0,45.0,45.0,12,45.0,3.75,,109.0,315.0,315.0,3,314.0,1-09,9.0,3-15,45.0,3-15,45.0,3-14,44.0,False,36.0
1.13-1.15,108996361,1~7,6.0,19.0,19.0,7,13.0,2.6,,106.0,204.0,204.0,2,204.0,1-06,6.0,2-04,19.0,2-04,19.0,2-04,19.0,False,13.0
1.13-1.15,109000315,100~300,20.0,82.0,82.0,24,82.0,3.4166666666666665,,205.0,607.0,607.0,6,607.0,2-05,20.0,6-07,82.0,6-07,82.0,6-07,82.0,False,62.0
1.09-1.11,108949517,1~7,9.0,14.0,14.0,3,14.0,4.666666666666667,14.0,109.0,114.0,114.0,2,114.0,1-09,9.0,1-14,14.0,1-14,14.0,1-14,14.0,True,5.0
1.09-1.11,108949549,1~7,19.0,19.0,19.0,1,19.0,19.0,19.0,204.0,204.0,204.0,1,204.0,2-04,19.0,2-04,19.0,2-04,19.0,2-04,19.0,True,0.0
1.09-1.11,108949554,1~7,14.0,19.0,19.0,6,17.0,3.4,,114.0,204.0,204.0,4,204.0,1-14,14.0,2-04,19.0,2-04,19.0,2-04,19.0,False,5.0
1.09-1.11,108950036,100~300,15.0,15.0,15.0,4,15.0,7.5,,115.0,115.0,115.0,2,115.0,1-15,15.0,1-15,15.0,1-15,15.0,1-15,15.0,False,0.0
1.09-1.11,108950484,1~7,7.0,7.0,7.0,1,7.0,7.0,7.0,107.0,107.0,107.0,1,107.0,1-07,7.0,1-07,7.0,1-07,7.0,1-07,7.0,True,0.0
1.09-1.11,108950586,1~7,1.0,1.0,1.0,1,1.0,1.0,1.0,101.0,101.0,101.0,1,101.0,1-01,1.0,1-01,1.0,1-01,1.0,1-01,1.0,True,0.0
1.09-1.11,108950733,1~7,7.0,7.0,7.0,2,7.0,3.5,7.0,107.0,107.0,107.0,2,107.0,1-07,7.0,1-07,7.0,1-07,7.0,1-07,7.0,True,0.0
1.09-1.11,108950824,1~7,4.0,4.0,4.0,1,4.0,4.0,4.0,104.0,104.0,104.0,1,104.0,1-04,4.0,1-04,4.0,1-04,4.0,1-04,4.0,True,0.0
1.09-1.11,108950837,1~7,12.0,77.0,77.0,24,77.0,3.2083333333333335,,112.0,602.0,602.0,5,309.0,1-12,12.0,6-02,77.0,6-02,77.0,3-09,39.0,False,65.0
1.09-1.11,108950937,1~7,6.0,6.0,6.0,1,6.0,6.0,6.0,106.0,106.0,106.0,1,106.0,1-06,6.0,1-06,6.0,1-06,6.0,1-06,6.0,True,0.0
1.09-1.11,108951021,7~50,9.0,106.0,106.0,24,106.0,4.416666666666667,,109.0,801.0,801.0,4,604.0,1-09,9.0,8-01,106.0,8-01,106.0,6-04,79.0,False,97.0
